from,rank,team,country,level,elo,to,season
2024-09-19,5.0,Leverkusen,GER,1,1927.43371582,2024-09-19,2024-2025
2024-09-20,5.0,Leverkusen,GER,1,1939.4666748,2024-09-22,2024-2025
2024-09-23,5.0,Leverkusen,GER,1,1941.14550781,2024-09-25,2024-2025
2024-09-26,5.0,Leverkusen,GER,1,1941.41333008,2024-09-26,2024-2025
2024-09-27,5.0,Leverkusen,GER,1,1939.74255371,2024-09-28,2024-2025
2024-09-29,5.0,Leverkusen,GER,1,1940.87817383,2024-10-01,2024-2025
2024-10-02,5.0,Leverkusen,GER,1,1945.64733887,2024-10-02,2024-2025
2024-10-03,5.0,Leverkusen,GER,1,1939.10095215,2024-10-03,2024-2025
2024-10-04,5.0,Leverkusen,GER,1,1943.60852051,2024-10-05,2024-2025
2024-10-06,6.0,Leverkusen,GER,1,1935.09631348,2024-10-19,2024-2025
2024-10-20,6.0,Leverkusen,GER,1,1937.74938965,2024-10-22,2024-2025
2024-10-23,6.0,Leverkusen,GER,1,1939.57531738,2024-10-23,2024-2025
2024-10-24,6.0,Leverkusen,GER,1,1928.21643066,2024-10-24,2024-2025
2024-10-25,6.0,Leverkusen,GER,1,1928.39501953,2024-10-26,2024-2025
2024-10-27,7.0,Leverkusen,GER,1,1923.2644043,2024-11-01,2024-2025
2024-11-02,7.0,Leverkusen,GER,1,1918.85009766,2024-11-05,2024-2025
2024-11-06,9.0,Leverkusen,GER,1,1902.00280762,2024-11-06,2024-2025
2024-11-07,10.0,Leverkusen,GER,1,1899.48095703,2024-11-07,2024-2025
